id,Affiliated Network,Fertility Clinic Name,Fertility Clinic Location Name,Full Address,City,Subdivision Code,Postal Code,Fertility Clinic Notes,Domain,Self - Pay Discount Rate (%),Point of Contact Email(s),Name
733,Prelude Network,Main Line Fertility ,Main Line Fertility - Bryn Mawr,"825 Old Lancaster Road, Suite 170 ",Bryn Mawr,US-PA,19010,20% discount on self pay services provided by the clinic,rbaivf.com,20%, dpacheco@inceptionllc.com,
734,Prelude Network,Main Line Fertility ,Main Line Fertility - Reading,"2210 Ridgewood Road, Suite 100 ",Wyomissing,US-PA,19610,20% discount on self pay services provided by the clinic,rbaivf.com,20%, dpacheco@inceptionllc.com,
735,Prelude Network,Main Line Fertility ,Main Line Fertility - Havertown,"2010 West Chester Pike, Suite 350 ",Havertown,US-PA,19083,20% discount on self pay services provided by the clinic,inceptionllc.com,20%, dpacheco@inceptionllc.com,
736,Prelude Network,Main Line Fertility ,Main Line Fertility - Center City Philadelphia,"1650 Arch Street, Suite 1907 ",Philadelphia,US-PA,19103,20% discount on self pay services provided by the clinic,inceptionllc.com,20%, dpacheco@inceptionllc.com,
737,Prelude Network,Main Line Fertility ,Main Line Fertility - Havertown,"2010 West Chester Pike, Suite 350 ",Havertown,US-PA,19083,20% discount on self pay services provided by the clinic,mainlinefertility.com,20%, dpacheco@inceptionllc.com,
738,Prelude Network,Main Line Fertility ,Main Line Fertility - Havertown,"2010 West Chester Pike, Suite 350 ",Havertown,US-PA,19083,20% discount on self pay services provided by the clinic,rbaivf.com,20%, dpacheco@inceptionllc.com,
739,Prelude Network,Main Line Fertility ,Main Line Fertility - Langhorne,360 Middletown Blvd Oxford Square Suite 400 ,Langhorne,US-PA,19047,20% discount on self pay services provided by the clinic,rbaivf.com,20%, dpacheco@inceptionllc.com,
740,Prelude Network,Main Line Fertility ,Main Line Fertility - Langhorne,360 Middletown Blvd Oxford Square Suite 400 ,Langhorne,US-PA,19047,20% discount on self pay services provided by the clinic,inceptionllc.com,20%, dpacheco@inceptionllc.com,
741,Prelude Network,Main Line Fertility ,Main Line Fertility - Center City Philadelphia,"1650 Arch Street, Suite 1907 ",Philadelphia,US-PA,19103,20% discount on self pay services provided by the clinic,mainlinefertility.com,20%, dpacheco@inceptionllc.com,
742,Prelude Network,Main Line Fertility ,Main Line Fertility - Fort Washington,"467 Pennsylvania Ave, Suite 202B ",Fort Washington,US-PA,19034,20% discount on self pay services provided by the clinic,mainlinefertility.com,20%, dpacheco@inceptionllc.com,
743,Prelude Network,Main Line Fertility ,Main Line Fertility - Fort Washington,"467 Pennsylvania Ave, Suite 202B ",Fort Washington,US-PA,19034,20% discount on self pay services provided by the clinic,rbaivf.com,20%, dpacheco@inceptionllc.com,
744,Ovation,Midwest Fertility,Midwest Fertility - Carmel,12188-A N. Meridian St. ,Carmel,US-IN,46032,10% discount on self pay services provided by the clinic,ivfmidwest.com,10%,brianna.sexton@axiawh.com,
745,Ovation,Midwest Fertility,Midwest Fertility - Fort Wayne,7920 W. Jefferson Blvd. ,Fort Wayne,US-IN,46804,10% discount on self pay services provided by the clinic,ivfmidwest.com,10%,brianna.sexton@axiawh.com,
746,Ovation,Midwest Fertility,Midwest Fertility - Fort Wayne,7920 W. Jefferson Blvd. ,Fort Wayne,US-IN,46804,10% discount on self pay services provided by the clinic,axiawh.com,10%,brianna.sexton@axiawh.com,
747,Ovation,Midwest Fertility,Midwest Fertility - Carmel,12188-A N. Meridian St. ,Carmel,US-IN,46032,10% discount on self pay services provided by the clinic,axiawh.com,10%,brianna.sexton@axiawh.com,
748,,Nevada Fertility Center,Nevada Fertility Center,5320 S Rainbow Blvd Suite 300 ,Las Vegas,US-NV,89118,15% discount on self pay services provided by the clinic,nvfertility.com,15%,christy.rock@nevadafertility.com,
749,,Nevada Fertility Center,Nevada Fertility Center,5320 S Rainbow Blvd Suite 300 ,Las Vegas,US-NV,89118,15% discount on self pay services provided by the clinic,ivyfertility.com,15%,christy.rock@nevadafertility.com,
750,None - Independent Clinic ,New Direction,New Direction - Scottsdale,10617 N. Hayden Rd. Ste B 102 ,Scottsdale,US-AZ,85260,"5% discount on self pay services provided by the clinic
",newdirectionfertility.com,5%,consult@newdirectionfertility.com,
751,None - Independent Clinic ,New Direction,New Direction - Gilbert,8426 E Shea Blvd1760 Pecos Road #532 ,Gildbert,US-AZ,85295,"5% discount on self pay services provided by the clinic
",newdirectionfertility.com,5%,consult@newdirectionfertility.com,
752,US Fertility,"New York Fertility Medical Practice, PLLC  d/b/a SGF New York",Shady Grove New York - New York City,"568 Broadway, Suite 602 ",New York,US-NY,10012,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,sgfnewpatientcenter@sgfertility.com,
753,US Fertility,"New York Fertility Medical Practice, PLLC  d/b/a SGF New York",Shady Grove New York - New York City,"110 East 60th Street, 5th Floor ",New York,US-NY,10022,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,sgfnewpatientcenter@sgfertility.com,
754,US Fertility,"New York Fertility Medical Practice, PLLC  d/b/a SGF New York",Shady Grove New York - New York City,"568 Broadway, Suite 602 ",New York,US-NY,10012,NO discount on self pay services provided by the clinic,fcionline.com,0%,sgfnewpatientcenter@sgfertility.com,
755,US Fertility,"New York Fertility Medical Practice, PLLC  d/b/a SGF New York",Shady Grove New York - New York City,"568 Broadway, Suite 602 ",New York,US-NY,10012,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
756,US Fertility,"New York Fertility Medical Practice, PLLC  d/b/a SGF New York",Shady Grove New York - New York City,"568 Broadway, Suite 602 ",New York,US-NY,10012,NO discount on self pay services provided by the clinic,rcsbayarea.com,0%,sgfnewpatientcenter@sgfertility.com,
757,US Fertility,"New York Fertility Medical Practice, PLLC  d/b/a SGF New York",Shady Grove New York - Brooklyn,"41 Flatbush Ave., Suite 400B ",Brooklyn,US-NY,11217,NO discount on self pay services provided by the clinic,fcionline.com,0%,sgfnewpatientcenter@sgfertility.com,
758,US Fertility,"New York Fertility Medical Practice, PLLC  d/b/a SGF New York",Shady Grove New York - New York City,"568 Broadway, Suite 602 ",New York,US-NY,10012,NO discount on self pay services provided by the clinic,usfertility.com,0%,sgfnewpatientcenter@sgfertility.com,
759,US Fertility,"New York Fertility Medical Practice, PLLC  d/b/a SGF New York",Shady Grove New York - Brooklyn,"41 Flatbush Ave., Suite 400B ",Brooklyn,US-NY,11217,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
760,US Fertility,"New York Fertility Medical Practice, PLLC  d/b/a SGF New York",Shady Grove New York - Brooklyn,"41 Flatbush Ave., Suite 400B ",Brooklyn,US-NY,11217,NO discount on self pay services provided by the clinic,rcsbayarea.com,0%,sgfnewpatientcenter@sgfertility.com,
761,US Fertility,"New York Fertility Medical Practice, PLLC  d/b/a SGF New York",Shady Grove New York - Brooklyn,"41 Flatbush Ave., Suite 400B ",Brooklyn,US-NY,11217,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,sgfnewpatientcenter@sgfertility.com,
762,US Fertility,"New York Fertility Medical Practice, PLLC  d/b/a SGF New York",Shady Grove New York - Great Neck,"900 Northern Blvd., Suite 230 ",Great Neck,US-NY,11021,NO discount on self pay services provided by the clinic,usfertility.com,0%,sgfnewpatientcenter@sgfertility.com,
763,US Fertility,"New York Fertility Medical Practice, PLLC  d/b/a SGF New York",Shady Grove New York - Great Neck,"900 Northern Blvd., Suite 230 ",Great Neck,US-NY,11021,NO discount on self pay services provided by the clinic,fcionline.com,0%,sgfnewpatientcenter@sgfertility.com,
764,US Fertility,"New York Fertility Medical Practice, PLLC  d/b/a SGF New York",Shady Grove New York - Great Neck,"900 Northern Blvd., Suite 230 ",Great Neck,US-NY,11021,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
765,US Fertility,"New York Fertility Medical Practice, PLLC  d/b/a SGF New York",Shady Grove New York - Brooklyn,"41 Flatbush Ave., Suite 400B ",Brooklyn,US-NY,11217,NO discount on self pay services provided by the clinic,usfertility.com,0%,sgfnewpatientcenter@sgfertility.com,
766,US Fertility,"New York Fertility Medical Practice, PLLC  d/b/a SGF New York",Shady Grove New York - Great Neck,"900 Northern Blvd., Suite 230 ",Great Neck,US-NY,11021,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,sgfnewpatientcenter@sgfertility.com,
767,US Fertility,"New York Fertility Medical Practice, PLLC  d/b/a SGF New York",Shady Grove New York - New York City,"110 East 60th Street, 5th Floor ",New York,US-NY,10022,NO discount on self pay services provided by the clinic,usfertility.com,0%,sgfnewpatientcenter@sgfertility.com,
768,US Fertility,"New York Fertility Medical Practice, PLLC  d/b/a SGF New York",Shady Grove New York - New York City,"110 East 60th Street, 5th Floor ",New York,US-NY,10022,NO discount on self pay services provided by the clinic,fcionline.com,0%,sgfnewpatientcenter@sgfertility.com,
769,US Fertility,"New York Fertility Medical Practice, PLLC  d/b/a SGF New York",Shady Grove New York - Great Neck,"900 Northern Blvd., Suite 230 ",Great Neck,US-NY,11021,NO discount on self pay services provided by the clinic,rcsbayarea.com,0%,sgfnewpatientcenter@sgfertility.com,
770,US Fertility,"New York Fertility Medical Practice, PLLC  d/b/a SGF New York",Shady Grove New York - New York City,"110 East 60th Street, 5th Floor ",New York,US-NY,10022,NO discount on self pay services provided by the clinic,rcsbayarea.com,0%,sgfnewpatientcenter@sgfertility.com,
771,US Fertility,"New York Fertility Medical Practice, PLLC  d/b/a SGF New York",Shady Grove New York - New York City,"110 East 60th Street, 5th Floor ",New York,US-NY,10022,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
773,None - Independent Clinic,OC Fertility,OC Fertility,1401 Avocado Avenue ,Newport Beach,US-CA,92660,20% discount on self pay services provided by the clinic,ocfertility.com,20%,info@ocfertility.com,
774,Pinnacle Fertility,ORM Fertility,ORM Fertility - Downtown,808 SW 15th Ave ,Portland,US-OR,97205,20% discount on self pay services provided by the clinic,ormfertility.com,20%,evoeltz@ormfertility.com,
775,Pinnacle Fertility,ORM Fertility,ORM Fertility - Southside,12115 SW 70th Ave ,Portland,US-OR,97223,20% discount on self pay services provided by the clinic,ormfertility.com,20%,evoeltz@ormfertility.com,
776,Pinnacle Fertility,ORM Fertility,ORM Fertility - Downtown,808 SW 15th Ave ,Portland,US-OR,97205,20% discount on self pay services provided by the clinic,pinnaclefertility.com ,20%,evoeltz@ormfertility.com,
777,Pinnacle Fertility,ORM Fertility,ORM Fertility - Belleview,"1370 116th Ave NE, Suite 100 ",Bellevue,US-OR,98004,20% discount on self pay services provided by the clinic,ormfertility.com,20%,evoeltz@ormfertility.com,
778,Pinnacle Fertility,ORM Fertility,ORM Fertility - Southside,12115 SW 70th Ave ,Portland,US-OR,97223,20% discount on self pay services provided by the clinic,pinnaclefertility.com ,20%,evoeltz@ormfertility.com,
779,Pinnacle Fertility,ORM Fertility,ORM Fertility - Belleview,"1370 116th Ave NE, Suite 100 ",Bellevue,US-OR,98004,20% discount on self pay services provided by the clinic,pinnaclefertility.com ,20%,evoeltz@ormfertility.com,
780,Boston IVF,Ohio Reproductive Medicine ,Ohio Reproductive Medicine,535 Reach Blvd Suite 200 ,Columbus,US-OH,43215,20% discount on self pay services provided by the clinic,bostonivf.com,20%,scheduling@ohioreproductivemedicine.com,
781,Boston IVF,Ohio Reproductive Medicine ,Ohio Reproductive Medicine,535 Reach Blvd Suite 200 ,Columbus,US-OH,43215,20% discount on self pay services provided by the clinic,ohioreproductivemedicine.com,20%,scheduling@ohioreproductivemedicine.com,
783,Prelude Network ,Pacific Fertility Center ,Pacific Fertility Center - Greenbrae,"599 Sir Francis Drake Blvd, Suite 102 ",Greenbrae,US-CA,94904,20% discount on self pay services provided by the clinic,pacificfertility.com,20%, dpacheco@inceptionllc.com,
784,Prelude Network ,Pacific Fertility Center ,Pacific Fertility Center - San Francisco,"55 Francisco Street, Suite 500 ",San Francisco,US-CA,94133,20% discount on self pay services provided by the clinic,inceptionllc.com,20%, dpacheco@inceptionllc.com,
785,Prelude Network ,Pacific Fertility Center ,Pacific Fertility Center - Greenbrae,"599 Sir Francis Drake Blvd, Suite 102 ",Greenbrae,US-CA,94904,20% discount on self pay services provided by the clinic,inceptionllc.com,20%, dpacheco@inceptionllc.com,
786,Prelude Network ,Pacific Fertility Center ,Pacific Fertility Center - San Francisco,"55 Francisco Street, Suite 500 ",San Francisco,US-CA,94133,20% discount on self pay services provided by the clinic,pacificfertility.com,20%, dpacheco@inceptionllc.com,
787,Prelude Network ,Pacific Fertility Center ,Pacific Fertility Center - San Francisco,"55 Francisco Street, Suite 500 ",San Francisco,US-CA,94133,20% discount on self pay services provided by the clinic,rbaivf.com,20%, dpacheco@inceptionllc.com,
788,Prelude Network ,Pacific Fertility Center ,Pacific Fertility Center - Greenbrae,"599 Sir Francis Drake Blvd, Suite 102 ",Greenbrae,US-CA,94904,20% discount on self pay services provided by the clinic,rbaivf.com,20%, dpacheco@inceptionllc.com,
789,Ivy Fertility ,Pacific Northwest Fertility,Pacific Northwest Fertility - Bellevue,"1231 116th Ave NE, Ste 705 ",Bellevue,US-WA,98004,20% discount on self pay services provided by the clinic,pnwfertility.com,20%,"knunn@pnwfertility.com
EWhite@pnwfertility.com",
791,Ivy Fertility ,Pacific Northwest Fertility,Pacific Northwest Fertility - Bellevue,"1231 116th Ave NE, Ste 705 ",Bellevue,US-WA,98004,20% discount on self pay services provided by the clinic,ivyfertility.com,20%,"knunn@pnwfertility.com
EWhite@pnwfertility.com",
799,Prelude Network ,Piney Point ,Piney Point Surgery Center ,"2500 Fondren Road, Suite 350 ",Houston,US-TX,77063,20% discount on self pay services provided by the clinic,inceptionllc.com,20%, dpacheco@inceptionllc.com,
800,Prelude Network ,Piney Point ,Piney Point Surgery Center ,"2500 Fondren Road, Suite 350 ",Houston,US-TX,77063,20% discount on self pay services provided by the clinic,rbaivf.com,20%, dpacheco@inceptionllc.com,
808,IVI America (RMA),RMA Lehigh Valley,RMA Lehigh Valley - Allentown,1401 N Cedar Crest Blvd Suite 200 ,Allentown,US-PA,18104,"POC:
15% discount on self pay once member’s benefits are exhausted or the member elects a non covered service. 

Point of contact name:
Point of contact email: 
",ivirma.com,15%,patientliaison@ivirma.com,
809,US Fertility,RMA NY,RMA of NY - Downtown Fertility Clinic,594 Broadway Ste 1101 ,New York,US-NY,10012,No discount on self pay services provided by the clinic,fcionline.com,0%,NPC@rmaofny.com,
810,US Fertility,RMA NY,RMA of NY - Brooklyn Albee Square Fertility Clinic,"430 Albee Sq, 2nd Fl ",Brooklyn,US-NY,11201,No discount on self pay services provided by the clinic,fcionline.com,0%,NPC@rmaofny.com,
811,US Fertility,RMA NY,RMA of NY - Brooklyn Borough Park Fertility Clinic,465 Ocean Parkway ,Brooklyn,US-NY,11218,No discount on self pay services provided by the clinic,SGFertility.com,0%,NPC@rmaofny.com,
812,US Fertility,RMA NY,RMA of NY - Downtown Fertility Clinic,594 Broadway Ste 1101 ,New York,US-NY,10012,No discount on self pay services provided by the clinic,usfertility.com,0%,NPC@rmaofny.com,
813,US Fertility,RMA NY,RMA of NY - Brooklyn Borough Park Fertility Clinic,465 Ocean Parkway ,Brooklyn,US-NY,11218,No discount on self pay services provided by the clinic,rmanycaremount.com,0%,NPC@rmaofny.com,
814,US Fertility,RMA NY,RMA of NY - Brooklyn Borough Park Fertility Clinic,465 Ocean Parkway ,Brooklyn,US-NY,11218,No discount on self pay services provided by the clinic,usfertility.com,0%,NPC@rmaofny.com,
815,US Fertility,RMA NY,RMA of NY - Downtown Fertility Clinic,594 Broadway Ste 1101 ,New York,US-NY,10012,No discount on self pay services provided by the clinic,rmaofny.com,0%,NPC@rmaofny.com,
816,US Fertility,RMA NY,RMA of NY - Brooklyn Borough Park Fertility Clinic,465 Ocean Parkway ,Brooklyn,US-NY,11218,No discount on self pay services provided by the clinic,rmanywestchester.com,0%,NPC@rmaofny.com,
817,US Fertility,RMA NY,RMA of NY - Downtown Fertility Clinic,594 Broadway Ste 1101 ,New York,US-NY,10012,No discount on self pay services provided by the clinic,rmanywestchester.com,0%,NPC@rmaofny.com,
818,US Fertility,RMA NY,RMA of NY - Brooklyn Borough Park Fertility Clinic,465 Ocean Parkway ,Brooklyn,US-NY,11218,No discount on self pay services provided by the clinic,rmaofny.com,0%,NPC@rmaofny.com,
819,US Fertility,RMA NY,RMA of NY - Downtown Fertility Clinic,594 Broadway Ste 1101 ,New York,US-NY,10012,No discount on self pay services provided by the clinic,SGFertility.com,0%,NPC@rmaofny.com,
820,US Fertility,RMA NY,RMA of NY - Downtown Fertility Clinic,594 Broadway Ste 1101 ,New York,US-NY,10012,No discount on self pay services provided by the clinic,rscbayarea.com,0%,NPC@rmaofny.com,
821,US Fertility,RMA NY,RMA of NY - East Side Fertility Clinic,"635 Madison Avenue, 10th floor ",New York,US-NY,10022,No discount on self pay services provided by the clinic,fcionline.com,0%,NPC@rmaofny.com,
